,Link,Deity,Language,Raga,Beat,Level,Tempo,file_name
874,http://dl.radiosai.org/MBV_2007_04_05_03_RAMA_SRI_RAGHUNANDANA_SITA_RAMA.mp3,Rama,Hindi,Tilang,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/9ac8fcfee0518090835cb82f88ee4766e638f46f.mp3
875,http://dl.radiosai.org/MBV_2003_08_02_16_SAI_HARI_OM_NAMO.mp3,Guru,Hindi,Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/770c8ffe479b88aff13e9968090ce94275e49bfb.mp3
876,http://dl.radiosai.org/MBV_2008_03_19M_18_KRISHNAM_VANDE_NANDAKUMARAM_P.mp3,"Rama, Krishna",Hindi,Sindhu Bhairavi / Bhairavi,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/a6ece9527a1ea363fd3dc10c7aac0fe5fc1b5612.mp3
877,http://dl.radiosai.org/BV_I_AM_I_BHAGAWAN_MADHURA-2MURALI_GHANA.mp3,Krishna,Hindi,Mishra Pilu,8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/2d7c0ab111b0fdaf6fa041f6abacd37aa7ee797b.mp3
878,http://dl.radiosai.org/MBV_2010_12_06_24_KRISHNA_NATAVARA_KRISHNA_2_RADHE_NANDALALA.mp3,Krishna,Hindi,Pilu,8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/3e7840e34fd9ba0aff10984892bf9aa480e1668a.mp3
879,http://dl.radiosai.org/MBV_2009_03_18_03_RAMA_KRISHNA_SITA_RAM_BOLO_BOLO_SITA_RAM.mp3,"Rama, Krishna",Hindi,Shubha Pantuvarali / Miyan ki Todi,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/cdaab804ccf435ae354bbaf8f0457b3785746d97.mp3
880,http://dl.radiosai.org/MBV_2007_12_21_22_KRISHNA_MADHAVA_GOPALA.mp3,Krishna,Hindi,Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/4028b90683a20f587d74caef7e65375bc2ad3504.mp3
881,http://dl.radiosai.org/MBV_2009_03_27M_09_KRISHNA_NANDAA_NANDA_MUKUNDA_GOPALA.mp3,Krishna,Hindi,Pilu,8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/c8c88cd4fe75954ee2c0f27dfa052cf191bc5965.mp3
882,http://dl.radiosai.org/MBV_2008_01_20M_07_JAYA_RAMA_JANAKI_RAMA.mp3,Rama,Hindi,Vakulabharanam,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/0e0d8d3dcd2614e6203a6b14aaa1505aa70c6614.mp3
883,http://dl.radiosai.org/MBV_SAI_JAYA_RAMA_HARE.mp3,Sai,Hindi,Keeravani,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/a68e9b3e920f4d465af25ad33eeea42d76d3496f.mp3
884,http://sairhythms.org/sites/default/files/pages/songs/recordings/published/Rama_Rama_Sai_Ram.mp3,"Rama, Krishna",Hindi,Shankarabharanam / Bilawal,6 Beat / Dadra,Intermediate,Medium Slow,data/raw/bhajans_audio/5d1fbdd342cb0b61f7136d6aa02b08e215084ba9.mp3
885,http://dl.radiosai.org/BV_I_AM_I_BHAGAWAN_OM_SRIRAM_JAIRAM.mp3,Rama,Hindi,Khamaj,8 Beat / Keherwa / Adi,Simple,Medium Slow,data/raw/bhajans_audio/6104384844706d1e30ed03c255460d34519388eb.mp3
886,http://dl.radiosai.org/MBV_2010_11_14_AKHANDA_BHAJAN_32_RAMA_2_JAYA_RAJA_RAM.mp3,Rama,Hindi,Gowri Manohari / Patdeep,8 Beat / Keherwa / Adi,Advanced,Medium Fast,data/raw/bhajans_audio/9831b4c1cda0d4347e886fe9b2b3b5e666b04300.mp3
887,http://dl.radiosai.org/MBV_2013_11_16_09_RAMA_RAGHUVARA_RAMA_SITA_RAMA_2_RAM.mp3,Rama,Hindi,Chakravakam / Ahir Bhairav,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/c90ef23bf4fe1746212a1658ad53b74615eefdaa.mp3
888,http://dl.radiosai.org/MBV_2013_10_24_09_KRISHNA_MANUVA_BOLO_RADHE_4_SHYAM_NAM.mp3,Vittala,Hindi,Pahadi,8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/9bf68b0749faaea29a2e1d5a6887fcc703edfc14.mp3
889,http://dl.radiosai.org/MBV_2008_02_27_10_KRISHNA_MANUVA_BOLO_JAI_SITA_RAM_BOLO.mp3,"Rama, Krishna",Hindi,Gowri Manohari / Patdeep,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/c02e84139ee4d23c1524f3f0f77f28e324243014.mp3
890,http://dl.radiosai.org/MBV_2005_11_09_03_KRISHNA_BANSIDHARA_KANHAIYYA.mp3,Krishna,Hindi,Pahadi,8 Beat / Keherwa / Adi,Intermediate,Slow,data/raw/bhajans_audio/f230414fc3bdbef154f126b2928876774257dadb.mp3
891,http://dl.radiosai.org/MBV_2003_07_27_08_RAM_BHAJO_BHAJO_RAM_P.mp3,"Rama, Krishna, Sai",Hindi,~ Natabhairavi,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/1ec18da2c7ccc8322572066c1bafd6a993bc9235.mp3
892,http://dl.radiosai.org/MBV_2014_03_24_02_KRISHNA_SAI_ANUPAMA_SUNDARA_NANDA_KISHORA.mp3,Krishna,Hindi,Brindavan Sarang,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/36afe2dda25a91c28a58a2d33c5a690f48cab289.mp3
893,http://dl.radiosai.org/MBV_2013_05_13_03_SAI_AKHILA_JAGAT_KE_DATA_SAI.mp3,Sai,Hindi,Chakravakam / Ahir Bhairav,8 Beat / Keherwa / Adi,Advanced,Slow,data/raw/bhajans_audio/4f4512c03b293f6c19ea118abe939f82c3996984.mp3
894,http://dl.radiosai.org/MBV_2007_02_25_03_KRISHNA_JAYA_2_MOHANA_MURALI_GOPALA.mp3,Krishna,Hindi,Mishra Shivaranjani,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/554e1be200978e2e0163498d43551214de448f80.mp3
895,http://dl.radiosai.org/MBV_2010_11_01_04_SAI_HE_DEENA_DAYALU_HARE.mp3,Sai,Hindi,Kalyani / Yaman,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/3f8adca123930730cfe1138486f1f73ace1982f8.mp3
896,http://dl.radiosai.org/MBV_2012_07_19M_03_KRISHNA_GIRIDHARA_GOVINDA_GOPALA_GHANASHYAMA_NANDALALA.mp3,Krishna,Hindi,Sarasangi / Nat Bhairav,6 Beat / Dadra,Advanced,Slow,data/raw/bhajans_audio/e50ec9925da2f70fc5cf3262bb972cf690e76768.mp3
897,http://dl.radiosai.org/MBV_2007_04_23_02_KRISHNA_GIRIDHARA_GOPALA_SAI.mp3,Krishna,Hindi,Shivaranjani,8 Beat / Keherwa / Adi,Advanced,Slow,data/raw/bhajans_audio/fb217c888a6ba12ecbc0d872f089c186ec3c1403.mp3
898,http://dl.radiosai.org/MBV_2009_03_09_23_KRISHNA_JAGATPATE_HARI_SAI_GOPALA.mp3,Krishna,Hindi,Desh,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/dcec803ee393d817c21a3a552b69275322208d81.mp3
899,http://dl.radiosai.org/MBV_2007_12_24M_11_KRISHNA_GHANASHYAMA_GOPALA_2.mp3,Krishna,Hindi,Yaman Kalyan,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/27c4f1136ded09cb611d7d40d999985abcb21433.mp3
900,https://sairhythms.org/sites/default/files/pages/songs/recordings/published/Ghana_Ghana_Neela_Yadu.mp3,Krishna,Hindi,Pilu,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/8deb82ed6e5a26821a556ef9d5c659836314b599.mp3
901,http://dl.radiosai.org/MBV_2003_10_11_02_KRISHNA_GHANA_GHANA_NEELA.mp3,Krishna,Hindi,Miyan ki Malhar,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/7349355d09386b385eccfcc0b1a84c50649df1a7.mp3
902,http://sairhythms.org/sites/default/files/pages/songs/recordings/published/Ghana_Ghana_Neela_Om_Shivaya.mp3,Shiva,Hindi,~ Jog,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/059e40db5990fef162f404079edd8f7147cbd424.mp3
903,http://dl.radiosai.org/MBV_2008_01_09_06_KRISHNA_GOVINDA_MADHAVA_GOPALA_KESAVA.mp3,Krishna,Hindi,Kalyani / Yaman,8 Beat / Keherwa / Adi,Intermediate,Slow,data/raw/bhajans_audio/e00256c05951ee3bccde01ee7ee4bf1f7c9acffe.mp3
904,http://dl.radiosai.org/MBV_2007_04_19M_03_KRISHNA_MADHAVA_MOHANA_SHYAMA_GOPALA.mp3,Krishna,Hindi,Gowri Manohari / Patdeep,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/3a887fc060b3918ab7dffe02a132360463cef2d6.mp3
905,http://dl.radiosai.org/MBV_2003_08_09_01_GANESHA_VIGHNA_VINASHAKA_GANANATHA.mp3,Ganesha,Hindi,Valaji / Kalavati,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/4a4ceeb7266b45621c842360d090b1ae1c9ecee8.mp3
906,http://dl.radiosai.org/MBV_2010_11_14M_AKHANDA_BHAJAN_01_KRISHNA_GOVINDA_JAYA_GOVINDA.mp3,Krishna,Hindi,~ Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/86985d67c49e622d9d384ab425017b1610e76322.mp3
907,http://dl.radiosai.org/BV_OLD_STUDENTS_VOL12_11_PATITA_PAVANA_RAM.mp3,Rama,Hindi,Jaunpuri,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/03d1c07e4bab334270427aa7cd94f96e11b6e3ae.mp3
908,http://dl.radiosai.org/MBV_2007_03_31M_09_KRISHNA_GIRIDHARI_MURARI_GOVINDA.mp3,Krishna,Hindi,~ Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/7280b776b7e041a53ed72ea573b77f84f7685a41.mp3
909,http://dl.radiosai.org/BV_OLD_STUDENTS_VOL15_08_SAI_BHUVANA_PRADEEPA.mp3,Sai,Hindi,Kalyani / Yaman,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/7c8fd8dd6803583855780a2a14b1971f427645b7.mp3
910,http://s3-us-west-2.amazonaws.com/raagaboxmusic/media/music/000/011/11254.mp3,Sarva Dharma,Hindi,Sindhu Bhairavi / Bhairavi,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/9627d6e4f5465179fc5e5ba3f3faddb6593e3270.mp3
911,http://dl.radiosai.org/MBV_2004_03_16_01_S_GANESHA_BHAVANI_NANDANA_BALA_GAJANANA.mp3,Ganesha,Hindi,Maand,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/67cd87b5b88eb22ca8bad7df16ff667e86d50523.mp3
912,http://dl.radiosai.org/MBV_2009_03_29_08_RAMA_AYODHYA_KE_SITA_RAM.mp3,"Rama, Krishna",Hindi,Brindavan Sarang,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/32ba2e55f7602af4d627af57e8fb030b50561bee.mp3
913,http://dl.radiosai.org/BV_SAI_MA_SHARANAM_07_DEVI_ABHAYA_PRADAYINI.mp3,Devi,Hindi,Yaman Kalyan,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/e74109e8430971cf5138e00d68900d6be3b09b4b.mp3
914,http://dl.radiosai.org/BV_OLD_STUDENTS_VOL03_12_SAI_RAMA_HARE.mp3,Rama,Hindi,Abheri / Bhimpalas,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/b4a22a33ec08b3782f618c0154871c3fbb97d6f2.mp3
915,http://dl.radiosai.org/BV_BRINDAVAN_BHAJANS_KAN02_22_ABHAYA_PRADAYINI.mp3,Devi,Hindi,Kapi,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/5b7a5d40f98bd02a642d12c4fb6f342d64654a03.mp3
916,http://dl.radiosai.org/MBV_2007_04_18M_05_KRISHNA_HE_SHYAMA_SUNDARA.mp3,Krishna,Hindi,Abheri / Bhimpalas,6 Beat / Dadra,Advanced,Slow,data/raw/bhajans_audio/69b90c73dedbfaf4d071e8deb970d5aeb7b78fcf.mp3
917,http://dl.radiosai.org/MBV_02_03_12_E_34_SHIVA_JAGADEESHA_HARE_SHIVA.mp3,Shiva,Hindi,Keeravani,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/01b9e348562d584fb50bf89e2e2999bc0d6882f0.mp3
918,http://dl.radiosai.org/MBV_2013_05_13M_07_SHIVA_HARA_HARA_GANGE.mp3,Shiva,Hindi,~ Natabhairavi,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/729aaf36041bee24baf2d521c33d5eeb7b66761b.mp3
919,http://dl.radiosai.org/MBV_2006_08_27_11_KRISHNA_NANDA_MUKUNDA_HARI.mp3,Krishna,Hindi,Valaji / Kalavati,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/fa103b485b27ac6d5a530f5335eb765b8ecb1ab9.mp3
920,http://dl.radiosai.org/MBV_2001_11_10_08_SARVA_DHARMA_ATP_JAGADEESHA_HARE_JAYA_HO.mp3,Sarva Dharma,Hindi,Chandrakauns,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/1e4ab05854fe26b9f654823f4b60eabba5a83082.mp3
921,http://sssbalvikastn.org/sundaram_bhajan/audio/vol25/01%20MAHA%20GANAPATE%20GAJANANA.mp3,Ganesha,Hindi,Aarabhi,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/1a04f35afedefff8d4bf4793dbb6a18f61e80262.mp3
922,http://s3-us-west-2.amazonaws.com/raagaboxmusic/media/music/000/003/3043.mp3,Sai,Hindi,Hamsadhwani,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/9086da2b8b47ca811692644e5af41086542d86a1.mp3
923,http://dl.radiosai.org/MBV_2014_02_19_07_SHIVA_BHASMA_BHOOSHITANGA_SAI_CHANDRASEKHARA.mp3,Shiva,Hindi,Revathi / Bhairagi Bhairav,6 Beat / Dadra,Advanced,Medium Fast,data/raw/bhajans_audio/a73f6303169281b3caf0ec69c7773cb43bfbffbe.mp3
924,http://dl.radiosai.org/MBV_02_03_03_M_04_SARVA_DHARMA_TUMA_HO_SHYAM_RAM_RAHIM.mp3,Sarva Dharma,Hindi,Lalit,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/49888fede6647d64b0e1c88bc0a21e75f4dde028.mp3
925,http://sairhythms.org/sites/default/files/pages/songs/recordings/published/ALLAH_YESU_SAI_RAM.mp3,Sarva Dharma,Hindi,~ Madhuvanti,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/694807a280222f0a0ab05498bff80bb71e9024dd.mp3
926,http://dl.radiosai.org/MBV_02_02_21_SARVA_DHARMA_ALLAH_SAI_MAULAH_SAI.mp3,"Sarva Dharma, Guru",Hindi,Yaman Kalyan,8 Beat / Keherwa / Adi,Advanced,Medium Slow,data/raw/bhajans_audio/1f43ed6685a3197b566f78767d07c8eb11e7d36e.mp3
927,http://dl.radiosai.org/MBV_2010_11_14M_AKHANDA_BHAJAN_19_SAI_ESWARAMBA_PRIYA_TANAYA.mp3,Sai,Hindi,Chakravakam / Ahir Bhairav,8 Beat / Keherwa / Adi,Advanced,Slow,data/raw/bhajans_audio/fe233792f47e30fe27838524474225fd2ecb8844.mp3
928,http://dl.radiosai.org/MBV_2005_07_10E_07_SARVA_DHARMA_ESHWAR_ALLAH_TERE_NAM.mp3,Sarva Dharma,Hindi,Sindhu Bhairavi / Bhairavi,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/398bc40b0ba80a279a78ac44cd97d1a746bc536f.mp3
929,http://dl.radiosai.org/MBV_2013_05_28_06_RAMA_3_JAYA_KODANDA_RAMA.mp3,Rama,Hindi,Mohanam / Bhoop,6 Beat / Dadra,Intermediate,Medium Fast,data/raw/bhajans_audio/d02fad2e01b078512a1bf856d739b510dc48028f.mp3
930,http://dl.radiosai.org/MBV_2007_04_06M_01_GANESHA_GAJANANA_HE_SHUBHANANA.mp3,Ganesha,Hindi,Vakulabharanam,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/33f6c630c613b275924976128db2904ee77e4fdf.mp3
931,http://dl.radiosai.org/MBV_2007_12_31_08_RAMA_NAMA_TARAKAM.mp3,Rama,Hindi,Yaman Kalyan,6 Beat / Dadra,Simple,Medium,data/raw/bhajans_audio/faba5c19df827f4eae7b8e6ded24c3c53b8ebc75.mp3
932,http://dl.radiosai.org/MBV_2008_01_07M_06_DAYABHI_RAMA_JANAKI_RAMA.mp3,Rama,Hindi,Khamaj,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/b30978609bc0748fec39982a92f0ba88609a8f5d.mp3
933,http://dl.radiosai.org/MBV_2003_08_BHAJAN_NARAYANA_HARI_OM_ANANDA_NARAYANA_P.mp3,Narayana,Hindi,Valaji / Kalavati,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/1e783ccbaaf5bbb26658d87fc60eff2c1604e42a.mp3
934,http://dl.radiosai.org/MBV_2010_10_02_08_RAMA_BHAJA_RAMAM_P.mp3,Rama,Hindi,Mohanam / Bhoop,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/9ae95f7c505888a7ad24491c67e83b63270f0b3c.mp3
935,http://dl.radiosai.org/MBV_2008_04_01_13_SHIVA_SAI_NADA_BRAHMA_SAYEESHWARA.mp3,Shiva,Hindi,Mishra Hindolam / Malkauns,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/bc2b24410f6f90696068df5a55a17bbd07030f18.mp3
936,http://dl.radiosai.org/MBV_2005_10_30_10_SHIVA_DAM_4_DAMARU_BAJE.mp3,Shiva,Hindi,Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Simple,Fast,data/raw/bhajans_audio/ee79e2ea2c5e7990c4532c86415502de14132206.mp3
937,http://dl.radiosai.org/BV_OLD_STUDENTS_VOL11_03_SHIVA_GOWRI_MANOHARA.mp3,Shiva,Hindi,Gowri Manohari / Patdeep,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/75b95dda53f9f2ff5c3702bb8175acd2ad478db0.mp3
938,http://dl.radiosai.org/MBV_2006_03_25M_01_GANESHA_JAYA_JAYA_GAJANANA_GANANATHA.mp3,Ganesha,Hindi,Pantuvarali / Puriya Dhanashri,8 Beat / Keherwa / Adi,Advanced,Medium Fast,data/raw/bhajans_audio/babcb61601a3ff74f451c3d49d5ef44f727baa42.mp3
939,http://dl.radiosai.org/MBV_02_03_01_01_GANESHA_GOWRI_SUTHAYA_OM_.mp3,Ganesha,Hindi,Shivaranjani,8 Beat / Keherwa / Adi,Simple,Medium,data/raw/bhajans_audio/2521c8fa5bd2c37e3671403bc2a315c64b1ea39c.mp3
940,http://dl.radiosai.org/MBV_2007_04_01M_01_GANESHA_GOURI_NANDANA_BALA_GAJANANA.mp3,Ganesha,Hindi,Hindolam / Malkauns,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/e2d75accc94580b50e43aaa9450afd1b9723c504.mp3
941,http://dl.radiosai.org/MBV_2007_04_05M_06_KRISHNA_GOVINDA_GOPALA_HE_NANDALALA.mp3,Krishna,Hindi,Yadukula Kamboji,6 Beat / Dadra,Simple,Fast,data/raw/bhajans_audio/3cafbdf056212964c9ea614ab8adaffb8be9fd89.mp3
942,http://dl.radiosai.org/MBV_2009_03_22_01_GANESHA_LAMBODARA_HE_GAURI_NANDANA.mp3,Ganesha,Hindi,Hamsadhwani,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/d72aa5b8d3e4f5ac3362c8a6d3499c1fc70c8508.mp3
943,http://dl.radiosai.org/MBV_2010_10_04_09_SAI_KRISHNA_KUNJA_VIHARI_MURALIDHARA.mp3,Krishna,Hindi,Hamir Kalyani / Kedar,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/ee1a02ec7ae2b3320e8f654b04979690c16edead.mp3
944,http://dl.radiosai.org/MBV_2013_10_23_08_KRISHNA_MANDARA_GIRIDHARA_MADANA_MANOHARA.mp3,Krishna,Hindi,Abheri / Bhimpalas,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/fd9747ff62e3c917a9d5ae1ec036560c5ea16585.mp3
945,http://dl.radiosai.org/MBV_2008_01_19_06_KRISHNA_GOVINDA_MURARI_MADHAVA.mp3,Krishna,Hindi,Pilu,6 Beat / Dadra,Simple,Fast,data/raw/bhajans_audio/2821979ded83ff8bdf1432b943ecb297fc1142e6.mp3
946,http://dl.radiosai.org/MBV_2003_10_12AM_01_GANESHA_GAJAVADANA_GANANATHA_P.mp3,Ganesha,Hindi,Kalyani / Yaman,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/d64cc1b5e5d9b97f1882293dd4e23b81eee2991f.mp3
947,http://dl.radiosai.org/MBV_2003_07_27_01_GANESHA_GAJAVADANA_GANANATHA.mp3,Ganesha,Hindi,Hamsanandi / Sohini,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/023888a1cee884de1e7dd69e0ac672371369701e.mp3
948,http://dl.radiosai.org/BV_U030_V020_08_AJNISH_SHIVA_DAMA_DAMA_DAMAROO.mp3,Shiva,Hindi,Mayamalavagowla / Bhairav,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/7968c8375f91f3f3e8c8394dedbd8a6ebf56cd80.mp3
949,http://dl.radiosai.org/MBV_2007_02_25_01_GANESHA_GAJAVADANA_GAJANANA.mp3,Ganesha,Hindi,Kalyani / Yaman,8 Beat / Keherwa / Adi,Simple,Medium Slow,data/raw/bhajans_audio/7ef64f860c6a5925d00d9fc2c9c1cebd7fcaec1e.mp3
950,http://dl.radiosai.org/MBV_2013_10_24_01_GANESHA_GAJAVADANA_GANANATHA_GOURI_TANAYA_DAYAMAYA.mp3,Ganesha,Hindi,Harikamboji,8 Beat / Keherwa / Adi,Intermediate,Medium Slow,data/raw/bhajans_audio/dc2870106e4bd3bae5bdf16f6acabcee8c7e7d02.mp3
951,http://s3-us-west-2.amazonaws.com/raagaboxmusic/media/music/000/002/2182.mp3,"Rama, Krishna, Shiva",Hindi,Shuddha Dhanyasi,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/055787954965a27d7f9cfc52ababe47499f95f25.mp3
952,http://dl.radiosai.org/BV_SAI_SMARANAM_VOL01_07_SAI_ATMA_MEIN_BAS_JAO_BABA.mp3,Sai,Hindi,Gavati,8 Beat / Keherwa / Adi,Intermediate,Fast,data/raw/bhajans_audio/4bc24c75d1d43133f672c9f455d6ee7c2363fd3d.mp3
953,http://dl.radiosai.org/MBV_2003_08_19M_08_KRISHNA_BHAJAMANA_GOVINDA_GOPALA.mp3,Krishna,Hindi,Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Simple,Fast,data/raw/bhajans_audio/da3138e423b968549d9518905eba754f70e4eff6.mp3
954,http://dl.radiosai.org/MBV_2010_12_07_15_KRISHNA_BHAJA_MANA_PANDURANGA_VITHALA_JAYA_VITHALA.mp3,Vittala,Hindi,Shuddha Dhanyasi,8 Beat / Keherwa / Adi,Intermediate,Medium,data/raw/bhajans_audio/cd05988a3bba70345267820bed80424b52961456.mp3
955,http://dl.radiosai.org/MBV_2008_01_17_08_KRISHNA_BHAJA_MANA_KRISHNA_GOPAL.mp3,Krishna,Hindi,Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/e2b07551b59feb75261217880f0fc451f9f5ade5.mp3
956,http://dl.radiosai.org/MBV_2006_12_17M_02_SAI_ANTARYAMI_SAI.mp3,Sai,Hindi,~ Shankarabharanam / Bilawal,8 Beat / Keherwa / Adi,Advanced,Slow,data/raw/bhajans_audio/c7570f0de21b5b4b969bd38a2ba40980217fe3e9.mp3
957,http://dl.radiosai.org/MBV_2008_03_03_08_KRISHNA_GOVINDA_MADHAVA_GOPALA_KESAVA.mp3,Krishna,Hindi,Mishra Darbari,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/38969c3f384c17a9a5022d30d4942a1677ebe79d.mp3
958,http://dl.radiosai.org/MBV_2004_01_07_07_KRISHNA_JAI_3_MANA_MOHANA_JAI_3_P.mp3,Krishna,Hindi,Natabhairavi,8 Beat / Keherwa / Adi,Simple,Fast,data/raw/bhajans_audio/5fee9c8476238a7f9e1792dee443bcc26281515a.mp3
959,http://sairhythms.org/sites/default/files/pages/songs/recordings/published/inthesoundofsilence.mp3,Sai,English,Major (Shankarabharanam / Bilawal),8 Beat / Keherwa / Adi,Simple,Medium Fast,data/raw/bhajans_audio/f8bf150dd6fa56bc878b87ae68076c19f11a334c.mp3
960,http://dl.radiosai.org/MBV_2003_10_12AM_03_KRISHNA_HARI_HARI_BHAJOMAN.mp3,Narayana,Hindi,Lalit,8 Beat / Keherwa / Adi,Intermediate,Slow,data/raw/bhajans_audio/4830f7906c0078db4502a39d647b5cc82353a420.mp3
961,http://s3-us-west-2.amazonaws.com/raagaboxmusic/media/music/000/006/6580.mp3,Krishna,Hindi,Bageshri,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/4562bfbd8c865213ad27f3192ee640146e2cc118.mp3
962,http://dl.radiosai.org/MBV_2010_11_28_36_RAMA_KRISHNA_BHAJA_MANA_RAM_2_PANDURANGA.mp3,Rama,Hindi,Tilak Kamod,8 Beat / Keherwa / Adi,Simple,Medium,data/raw/bhajans_audio/658dc4ac0181a449d12fa53a81d31f4fe83e0da5.mp3
963,http://dl.radiosai.org/BV_SUNDARAM_VOL58_08_KARUNANIDHE_BHAGWAN.mp3,Krishna,Hindi,Mayamalavagowla / Bhairav,8 Beat / Keherwa / Adi,Advanced,Medium,data/raw/bhajans_audio/0491765caf745c388d1e908a6c52218be56c5c2f.mp3
964,http://dl.radiosai.org/MBV_2009_03_28_12_KRISHNA_BHAJO_BHAJO_VITHALA.mp3,Vittala,Hindi,Hindolam / Malkauns,8 Beat / Keherwa / Adi,Intermediate,Medium Fast,data/raw/bhajans_audio/a8beb2e9ccd01726819ad6011fc3a383edeb7f55.mp3
965,http://dl.radiosai.org/MBV_2008_02_20_03_KRISHNA_JAYA_MANA_MOHANA_KRISHNA_MURARI.mp3,Krishna,Hindi,Chakravakam / Ahir Bhairav,8 Beat / Keherwa / Adi,Advanced,Medium Fast,data/raw/bhajans_audio/2ba1b422e932ea6e9e12fb9ef7545c7bde5a759b.mp3
